302,98617.51,132
725,236461.1,83
852,272501.66,153
858,274768.75,171
856,280661.75,58
854,282326.38,129
854,280803.5,212
854,275967.28,10
853,277875.38,83
860,283515.12,94
898,300109.25,169
473,160512.55,30
470,151314.44,189
956,312188.25,212
944,310100.88,112
876,286923.94,145
879,294689.5,20
917,303280.97,82
911,299520.9,141
893,294878.38,260
902,294349.16,38
892,299156.88,175
637,216878.48,173
489,163258.0,197
761,255097.05,34
960,314528.25,129
943,305838.84,203
938,312856.94,270
963,323266.47,152
909,298912.66,122
859,279515.25,162
858,278798.16,300
866,287231.25,29
868,295188.22,122
857,284996.53,163
854,280995.72,170
854,280741.06,23
636,206132.14,9
427,133991.08,105
644,216699.8,235
854,296609.0,73
854,283874.88,188
872,282610.4,104
934,303099.84,56
950,313760.38,232
932,316258.88,80
906,303272.03,187
849,282391.75,139
869,291283.38,186
918,300912.8,136
885,292703.38,111
423,144451.11,192
425,138690.9,298
875,288614.5,282
918,305495.16,57
929,301501.84,125
907,294977.4,96
874,289096.1,127
866,290572.94,230
875,291583.9,107
473,153497.36,199
36,12437.841,90
