460,153512.19,446
852,285593.25,256
850,272751.3,154
851,285626.75,132
864,283726.84,100
904,289818.7,125
885,288106.3,122
872,292462.53,94
861,283850.12,135
565,187116.25,104
788,261168.08,87
880,292320.6,109
842,286656.9,106
900,290998.5,116
836,270748.8,143
849,277409.25,123
849,286896.78,147
853,282397.1,141
849,275835.16,102
852,282773.5,96
852,280892.9,118
545,184610.8,109
810,261287.7,94
873,297013.7,108
851,282634.2,285
920,301030.28,116
869,279355.28,89
885,296691.72,1086
877,296686.2,102
656,216774.0,2258
169,53611.254,35
