395,126432.27,203
828,272430.88,149
886,298980.44,229
901,297161.84,102
928,298086.53,91
958,310645.53,146
937,303874.2,235
881,289086.72,49
722,244547.03,125
460,151825.34,190
612,192878.81,158
919,295721.88,268
910,292701.03,42
899,290862.75,103
883,284329.16,183
864,281737.56,171
897,300486.53,266
921,303903.4,53
903,302400.28,145
877,289692.2,253
902,293184.88,9
898,293561.34,81
631,204361.33,31
428,142180.84,165
664,221978.66,181
863,286830.84,252
853,284589.94,27
854,288283.16,126
857,288946.97,179
856,287280.1,167
853,283424.78,246
854,286013.38,107
859,291889.8,104
857,285284.0,163
859,282914.66,121
859,279960.03,161
845,280198.72,216
845,289412.66,13
855,287536.1,109
859,289771.12,168
874,301103.78,249
453,156647.02,217
488,157086.94,86
1031,334246.97,140
1009,335094.06,119
916,310612.9,228
925,312252.47,221
916,301611.4,83
881,291350.75,138
858,285861.38,153
869,284658.75,172
870,285117.75,218
861,283150.5,229
871,290102.66,111
877,292136.53,152
870,285390.2,111
860,282563.53,159
856,279976.84,239
854,278462.88,202
445,146803.4,30
427,142662.64,136
844,277225.16,216
876,285388.4,274
893,289282.7,26
909,300058.4,98
897,299912.75,148
868,288323.97,225
897,293117.06,18
929,300466.2,83
936,308722.2,151
900,297160.94,233
843,276130.44,42
836,274012.5,98
844,279355.56,164
627,211158.6,57
428,140574.72,125
684,219608.72,104
907,295736.75,149
934,307072.62,164
969,319835.12,225
686,227130.52,94
525,176266.78,28
955,318342.97,95
1133,378249.78,189
1003,328298.62,175
933,302053.7,173
891,297175.7,46
887,300252.72,105
857,281322.0,129
857,273348.2,102
429,138294.6,26
429,143015.39,84
855,281184.2,74
853,279655.12,156
854,286939.4,122
855,284656.47,215
860,282037.88,108
863,277657.34,66
867,287370.38,135
901,309148.4,147
897,302402.5,152
905,301467.8,244
957,313569.7,102
941,304646.44,173
657,213945.05,77
455,154389.83,194
717,234462.98,261
947,308930.2,50
957,323425.28,43
889,307493.78,170
839,283840.88,151
907,298840.88,237
914,309185.44,14
939,322036.25,81
510,173574.03,87
446,153016.34,160
903,300689.3,239
900,290859.34,75
894,294952.0,61
779,260724.67,113
328,108958.87,180
