566,190359.52,486
873,289212.78,174
914,303882.53,178
851,285351.7,146
850,277230.22,126
851,276901.22,107
852,285636.06,106
897,300479.75,168
621,206496.58,166
732,242843.05,217
856,276007.25,108
931,306998.62,93
938,307329.88,137
881,294727.56,126
471,154922.94,80
880,289247.66,118
944,307103.4,157
903,290179.03,137
851,274421.16,121
850,281482.4,93
856,272925.66,100
853,290169.78,182
852,281675.4,93
848,277614.06,92
432,140515.9,76
865,284106.44,70
869,277515.38,99
918,303275.75,113
864,286269.62,102
889,296505.47,191
28,8915.56,34
