147,46799.992,380
864,286457.84,164
863,284033.5,177
946,313580.38,109
469,160741.7,98
869,292789.1,127
886,294037.78,131
853,284911.53,93
848,278496.88,98
851,279756.38,102
853,273410.62,112
856,292475.56,127
847,274077.47,91
841,286320.22,88
903,294909.34,85
888,304211.28,137
535,176587.86,62
796,260807.6,105
906,292497.47,87
882,296399.22,98
876,281360.16,84
858,289278.16,101
871,286336.88,368
844,287615.72,108
850,281771.6,82
848,278452.8,87
849,278915.72,111
849,279255.12,87
849,283681.44,118
424,138529.66,59
871,289402.72,169
887,295094.84,88
878,293587.78,96
902,292130.62,110
882,294380.0,89
881,296064.62,111
462,152181.03,61
939,313561.97,101
965,327944.06,99
856,278977.66,77
851,281894.3,98
850,283631.28,122
851,280646.53,73
849,281283.88,99
852,275604.62,77
425,143178.84,55
916,303314.2,76
903,292603.38,103
906,296112.94,78
876,290642.66,89
869,284906.66,357
903,299365.75,85
438,142153.64,77
881,285032.97,88
880,295991.0,159
915,294119.62,119
858,284936.22,113
854,285913.56,86
854,290843.4,195
854,286086.06,91
497,158983.62,59
