49,17234.758,97
851,283844.62,207
869,285719.2,139
903,299900.9,180
883,300287.1,54
902,290529.66,229
557,190859.61,10
768,264207.94,180
890,292248.44,296
859,275574.38,133
865,286257.88,245
868,284884.1,142
894,298053.25,228
873,283385.56,64
870,300896.8,158
867,286703.44,36
622,203610.12,167
708,234135.11,88
895,296757.12,182
937,308458.72,52
656,219288.94,185
853,276981.62,130
891,294148.06,206
858,277419.34,194
847,271143.03,115
856,285892.75,137
855,288108.38,270
827,278350.88,127
585,189021.97,27
546,185235.34,159
833,276278.44,39
321,107037.65,92
