2167261616426,60,22226.598,630
1372272925406,71,22326.682,630
1016632378290,52,16138.405,630
1742462460194,62,21014.518,630
1967324274043,57,18839.037,630
1913940448265,51,18515.44,630
1337178905827,31,10318.04,630
1220082247036,22,5752.6797,630
1727935415836,57,18282.438,631
1818048779732,46,15971.76,631
2167261616426,53,16718.037,222
1372272925406,57,16976.037,222
1016632378290,49,16113.639,223
1742462460194,45,16421.318,223
1967324274043,56,18181.799,223
1913940448265,46,12248.363,223
1337178905827,27,8886.399,223
1220082247036,18,6282.3203,223
1727935415836,60,20606.924,223
1818048779732,65,22561.041,224
2167261616426,91,31062.441,321
1372272925406,84,27837.924,322
1016632378290,103,35754.23,323
1742462460194,101,34951.242,324
1967324274043,104,35989.39,325
1913940448265,108,35556.875,325
1337178905827,46,16905.762,326
1220082247036,56,20169.28,326
1727935415836,93,30784.842,327
1818048779732,109,36404.836,328
2167261616426,102,35180.848,181
1372272925406,107,34475.883,182
1016632378290,104,35242.68,182
1742462460194,98,33670.113,182
1967324274043,106,35010.273,183
1913940448265,102,31591.318,183
1337178905827,45,17881.041,183
1220082247036,49,16057.96,184
1727935415836,114,35842.113,184
1818048779732,101,34253.645,184
2167261616426,107,34361.36,186
1372272925406,103,34884.51,186
1016632378290,98,33913.082,187
1742462460194,82,25841.361,187
1967324274043,93,30894.838,187
1913940448265,93,28774.643,188
1337178905827,60,20504.918,188
1220082247036,61,18715.682,188
1727935415836,72,22505.316,188
1818048779732,100,31974.719,189
2167261616426,77,28416.08,310
1372272925406,97,33109.43,311
1016632378290,108,34565.25,311
1742462460194,82,26658.795,312
1967324274043,97,31497.842,313
1913940448265,99,31793.605,313
1337178905827,48,17575.684,314
1220082247036,62,21286.402,314
1727935415836,82,28074.918,314
1818048779732,97,33279.32,315
2167261616426,45,13982.88,114
1372272925406,46,14634.999,114
1016632378290,41,15594.12,114
1742462460194,38,11336.36,114
1967324274043,57,20292.6,114
1913940448265,41,12252.561,115
1337178905827,23,7547.6006,115
1220082247036,19,5849.481,116
1727935415836,35,11050.078,116
1818048779732,49,15896.839,116
