411,139749.67,73
511,173819.6,138
669,219280.98,174
1133,378258.1,146
764,259348.42,191
648,211623.08,112
1133,365406.53,170
1148,378395.88,125
910,311993.47,246
747,251746.02,48
300,98063.195,204
10,3356.3997,34
10,3356.3997,117
239,77309.66,53
2699,898154.56,218
2860,951507.7,44
780,253137.81,111
874,277991.6,193
972,308416.8,76
910,298681.12,79
861,292798.44,186
868,295677.8,45
867,293497.4,141
856,286249.6,214
866,285266.8,223
895,293087.9,127
557,185011.25,29
465,153966.88,34
365,118189.05,133
200,65746.36,81
1295,427228.8,188
1395,455198.5,194
1200,394076.16,66
2981,992839.1,93
3205,1064124.4,84
1124,371644.34,121
200,68414.87,244
647,215237.61,68
1441,474778.1,125
994,327955.5,154
449,151691.83,182
1050,349426.06,48
901,297135.97,126
525,174689.19,213
225,75287.66,203
910,298059.25,100
3629,1194396.9,164
2719,896337.75,190
