545,180279.03,219
874,288139.25,178
858,279518.0,235
905,298073.9,110
877,298131.34,15
900,302550.44,176
666,224931.19,206
744,236716.12,96
915,303177.0,219
933,314451.0,172
941,306577.0,248
453,145177.06,64
905,305126.88,89
879,287781.62,145
860,279482.6,83
912,306918.5,167
853,291192.16,242
857,274479.9,88
870,286934.6,93
887,290619.38,117
425,138308.14,111
948,314813.4,178
1063,355114.66,99
543,179715.8,146
898,302018.38,117
948,314479.53,185
921,306903.34,212
870,293542.7,92
468,150472.0,276
885,288853.3,84
238,79298.164,179
