111,37252.965,407
545,182107.27,228
882,294009.9,124
889,299409.12,146
841,283834.44,112
439,145841.33,67
512,174597.69,93
897,298269.78,115
855,278110.78,87
867,287511.1,119
863,280858.97,71
846,269531.3,83
861,275259.22,80
862,282511.38,103
869,284806.97,89
868,282661.47,99
871,287189.9,73
882,287665.03,67
855,279862.4,77
852,284005.0,71
853,287044.8,65
851,284321.53,66
851,277415.97,70
851,276361.2,69
851,278349.72,102
852,278336.72,91
851,275105.03,81
850,271123.5,95
850,276815.6,66
850,283750.56,67
725,241347.47,67
441,141637.44,36
602,202516.42,81
896,301309.75,86
876,289804.9,61
871,287422.4,65
867,284122.5,64
876,289724.6,73
864,287816.7,65
871,291254.47,70
883,292452.72,89
898,302410.94,61
912,301348.47,60
887,288727.6,65
878,288884.78,57
542,176919.94,37
460,155130.0,58
834,278384.3,67
943,309363.97,65
937,307308.9,99
901,295892.53,62
864,286736.72,58
856,282990.78,74
850,277395.6,66
850,284606.1,66
850,286204.8,68
850,285238.94,272
852,285274.78,68
853,277140.0,108
853,279171.4,93
687,230303.66,91
260,86184.48,33
