1535007050000 ms,2167261616426,86,28340.646,634
1535007050000 ms,1372272925406,98,30240.523,634
1535007050000 ms,1016632378290,91,31549.836,635
1535007050000 ms,1742462460194,87,28694.646,635
1535007050000 ms,1967324274043,79,23985.836,636
1535007050000 ms,1913940448265,92,29785.93,636
1535007050000 ms,1337178905827,54,16684.441,637
1535007050000 ms,1220082247036,54,17465.758,637
1535007050000 ms,1727935415836,100,32272.758,637
1535007050000 ms,1818048779732,102,34871.723,637
1535007060000 ms,2167261616426,109,35094.113,313
1535007060000 ms,1372272925406,91,28605.637,313
1535007060000 ms,1016632378290,77,22975.959,313
1535007060000 ms,1742462460194,100,33300.797,314
1535007060000 ms,1967324274043,113,38983.84,314
1535007060000 ms,1913940448265,95,31825.246,317
1535007060000 ms,1337178905827,44,15915.399,317
1535007060000 ms,1220082247036,55,16802.36,317
1535007060000 ms,1727935415836,100,32923.605,317
1535007060000 ms,1818048779732,81,27287.238,318
1535007070000 ms,2167261616426,94,32025.037,197
1535007070000 ms,1372272925406,105,32013.717,197
1535007070000 ms,1016632378290,97,31833.967,197
1535007070000 ms,1742462460194,85,29970.639,197
1535007070000 ms,1967324274043,90,28794.324,198
1535007070000 ms,1913940448265,86,27222.566,198
1535007070000 ms,1337178905827,52,16792.723,198
1535007070000 ms,1220082247036,59,18831.92,198
1535007070000 ms,1727935415836,98,31210.408,198
1535007070000 ms,1818048779732,84,28230.32,198
1535007080000 ms,2167261616426,109,38387.406,181
1535007080000 ms,1372272925406,98,27705.836,181
1535007080000 ms,1016632378290,81,28702.766,181
1535007080000 ms,1742462460194,84,27378.201,181
1535007080000 ms,1967324274043,94,28339.117,182
1535007080000 ms,1913940448265,102,33525.797,182
1535007080000 ms,1337178905827,58,20365.6,182
1535007080000 ms,1220082247036,52,18211.4,182
1535007080000 ms,1727935415836,85,26327.639,182
1535007080000 ms,1818048779732,91,29446.8,183
1535007090000 ms,2167261616426,106,32192.44,154
1535007090000 ms,1372272925406,76,24021.957,154
1535007090000 ms,1016632378290,101,33879.88,154
1535007090000 ms,1742462460194,99,31251.357,154
1535007090000 ms,1967324274043,93,31251.56,155
1535007090000 ms,1913940448265,99,32936.883,155
1535007090000 ms,1337178905827,62,20301.32,155
1535007090000 ms,1220082247036,48,15847.959,156
1535007090000 ms,1727935415836,79,27400.2,156
1535007090000 ms,1818048779732,86,30330.525,156
1535007100000 ms,2167261616426,72,24057.96,125
1535007100000 ms,1372272925406,71,23542.523,125
1535007100000 ms,1016632378290,76,23963.957,125
1535007100000 ms,1742462460194,73,24723.115,125
1535007100000 ms,1967324274043,64,22475.404,125
1535007100000 ms,1913940448265,85,26749.803,126
1535007100000 ms,1337178905827,41,12603.997,126
1535007100000 ms,1220082247036,40,13912.883,126
1535007100000 ms,1727935415836,68,22553.717,126
1535007100000 ms,1818048779732,83,26961.156,126
