1535342920000 ms,2167261616426,25,7901.96,487
1535342920000 ms,1372272925406,20,8493.64,487
1535342920000 ms,1016632378290,23,7834.64,487
1535342920000 ms,1742462460194,24,8971.84,487
1535342920000 ms,1967324274043,26,8131.96,487
1535342920000 ms,1913940448265,28,7745.0,487
1535342920000 ms,1337178905827,16,5064.04,488
1535342920000 ms,1220082247036,16,5732.8,488
1535342920000 ms,1727935415836,26,7143.56,488
1535342920000 ms,1818048779732,22,6540.0,488
1535342925000 ms,2167261616426,68,21369.523,141
1535342925000 ms,1372272925406,71,26583.117,142
1535342925000 ms,1016632378290,72,25602.477,142
1535342925000 ms,1742462460194,65,21507.84,142
1535342925000 ms,1967324274043,81,24976.52,142
1535342925000 ms,1913940448265,78,25124.078,142
1535342925000 ms,1337178905827,39,12483.64,142
1535342925000 ms,1220082247036,44,13749.477,142
1535342925000 ms,1727935415836,95,31237.043,142
1535342925000 ms,1818048779732,74,21128.682,142
1535342930000 ms,2167261616426,80,28191.203,101
1535342930000 ms,1372272925406,94,34007.117,101
1535342930000 ms,1016632378290,105,36319.004,101
1535342930000 ms,1742462460194,102,33047.285,101
1535342930000 ms,1967324274043,106,33428.758,101
1535342930000 ms,1913940448265,96,32578.805,101
1535342930000 ms,1337178905827,47,14664.362,101
1535342930000 ms,1220082247036,48,12593.996,101
1535342930000 ms,1727935415836,109,38076.84,102
1535342930000 ms,1818048779732,101,29881.045,102
1535342935000 ms,2167261616426,84,29957.238,132
1535342935000 ms,1372272925406,101,34939.953,132
1535342935000 ms,1016632378290,97,31743.846,132
1535342935000 ms,1742462460194,124,38680.27,132
1535342935000 ms,1967324274043,100,30933.475,132
1535342935000 ms,1913940448265,85,28315.637,132
1535342935000 ms,1337178905827,48,16172.438,133
1535342935000 ms,1220082247036,47,14011.958,133
1535342935000 ms,1727935415836,87,29832.797,133
1535342935000 ms,1818048779732,100,29930.127,133
1535342940000 ms,2167261616426,93,29986.209,127
1535342940000 ms,1372272925406,100,33060.684,128
1535342940000 ms,1016632378290,87,27484.123,128
1535342940000 ms,1742462460194,106,32196.443,128
1535342940000 ms,1967324274043,89,25920.08,128
1535342940000 ms,1913940448265,91,30614.318,128
1535342940000 ms,1337178905827,49,17647.123,128
1535342940000 ms,1220082247036,52,17486.201,129
1535342940000 ms,1727935415836,100,33199.29,129
1535342940000 ms,1818048779732,100,31308.516,129
1535342945000 ms,2167261616426,97,30582.762,132
1535342945000 ms,1372272925406,98,32637.92,132
1535342945000 ms,1016632378290,85,27507.883,132
1535342945000 ms,1742462460194,102,33087.48,132
1535342945000 ms,1967324274043,80,24174.201,132
1535342945000 ms,1913940448265,96,31770.686,132
1535342945000 ms,1337178905827,45,14477.359,132
1535342945000 ms,1220082247036,49,16215.199,132
1535342945000 ms,1727935415836,106,35868.492,133
1535342945000 ms,1818048779732,86,28904.762,133
1535342950000 ms,2167261616426,88,28657.92,118
1535342950000 ms,1372272925406,97,31083.037,118
1535342950000 ms,1016632378290,90,30232.193,118
1535342950000 ms,1742462460194,111,36032.24,118
1535342950000 ms,1967324274043,79,26122.316,118
1535342950000 ms,1913940448265,76,25000.36,118
1535342950000 ms,1337178905827,54,16424.2,119
1535342950000 ms,1220082247036,59,20340.043,119
1535342950000 ms,1727935415836,102,32177.793,119
1535342950000 ms,1818048779732,88,27802.363,119
1535342955000 ms,2167261616426,82,26573.803,99
1535342955000 ms,1372272925406,93,28240.955,99
1535342955000 ms,1016632378290,98,34908.926,99
1535342955000 ms,1742462460194,97,32595.645,100
1535342955000 ms,1967324274043,91,31145.205,100
1535342955000 ms,1913940448265,77,24899.998,100
1535342955000 ms,1337178905827,62,20270.117,101
1535342955000 ms,1220082247036,59,21626.8,102
1535342955000 ms,1727935415836,89,27252.406,102
1535342955000 ms,1818048779732,95,29479.16,102
1535342960000 ms,2167261616426,99,31673.21,123
1535342960000 ms,1372272925406,109,32578.97,123
1535342960000 ms,1016632378290,87,29901.035,123
1535342960000 ms,1742462460194,88,31212.678,123
1535342960000 ms,1967324274043,91,30269.232,123
1535342960000 ms,1913940448265,99,30586.832,123
1535342960000 ms,1337178905827,50,15959.682,123
1535342960000 ms,1220082247036,48,17642.8,124
1535342960000 ms,1727935415836,77,25227.725,124
1535342960000 ms,1818048779732,95,29878.885,124
1535342965000 ms,2167261616426,104,34516.316,131
1535342965000 ms,1372272925406,112,32245.762,131
1535342965000 ms,1016632378290,103,33338.996,131
1535342965000 ms,1742462460194,82,30067.322,131
1535342965000 ms,1967324274043,73,23196.078,131
1535342965000 ms,1913940448265,97,28813.602,131
1535342965000 ms,1337178905827,49,14407.36,131
1535342965000 ms,1220082247036,50,16538.48,131
1535342965000 ms,1727935415836,77,24764.479,132
1535342965000 ms,1818048779732,95,31272.08,132
1535342970000 ms,2167261616426,97,32982.277,90
1535342970000 ms,1372272925406,93,29269.479,90
1535342970000 ms,1016632378290,104,35296.867,90
1535342970000 ms,1742462460194,88,30963.88,90
1535342970000 ms,1967324274043,86,27636.43,90
1535342970000 ms,1913940448265,90,28482.121,90
1535342970000 ms,1337178905827,50,16616.44,90
1535342970000 ms,1220082247036,47,14946.5625,90
1535342970000 ms,1727935415836,84,26540.797,91
1535342970000 ms,1818048779732,103,33438.402,91
1535342975000 ms,2167261616426,85,29580.518,96
1535342975000 ms,1372272925406,85,31178.123,96
1535342975000 ms,1016632378290,83,27098.959,96
1535342975000 ms,1742462460194,97,33729.53,97
1535342975000 ms,1967324274043,109,36108.152,97
1535342975000 ms,1913940448265,100,35361.566,97
1535342975000 ms,1337178905827,53,17745.002,97
1535342975000 ms,1220082247036,52,17253.84,97
1535342975000 ms,1727935415836,83,24956.521,98
1535342975000 ms,1818048779732,95,30465.516,99
1535342980000 ms,2167261616426,85,28651.318,111
1535342980000 ms,1372272925406,89,33144.156,113
1535342980000 ms,1016632378290,93,29938.04,114
1535342980000 ms,1742462460194,97,34131.64,114
1535342980000 ms,1967324274043,109,36179.484,115
1535342980000 ms,1913940448265,92,31776.4,116
1535342980000 ms,1337178905827,63,20753.2,116
1535342980000 ms,1220082247036,52,17800.76,117
1535342980000 ms,1727935415836,75,23220.248,118
1535342980000 ms,1818048779732,86,29048.92,119
1535342985000 ms,2167261616426,97,31690.518,89
1535342985000 ms,1372272925406,79,25809.68,89
1535342985000 ms,1016632378290,105,34831.406,89
1535342985000 ms,1742462460194,88,29872.61,89
1535342985000 ms,1967324274043,97,30935.396,89
1535342985000 ms,1913940448265,89,28926.758,89
1535342985000 ms,1337178905827,62,21200.924,89
1535342985000 ms,1220082247036,47,15697.119,89
1535342985000 ms,1727935415836,87,28102.803,89
1535342985000 ms,1818048779732,90,29197.762,89
1535342990000 ms,2167261616426,101,34051.92,98
1535342990000 ms,1372272925406,77,24020.725,98
1535342990000 ms,1016632378290,104,37474.887,98
1535342990000 ms,1742462460194,84,28838.887,98
1535342990000 ms,1967324274043,81,23078.879,98
1535342990000 ms,1913940448265,108,36303.797,98
1535342990000 ms,1337178905827,50,15937.801,98
1535342990000 ms,1220082247036,49,16041.762,98
1535342990000 ms,1727935415836,98,31931.684,99
1535342990000 ms,1818048779732,90,27766.398,99
1535342995000 ms,2167261616426,99,31843.844,84
