185,58667.207,185
853,284300.4,94
841,279645.28,251
840,274268.3,70
842,274103.97,177
841,270951.6,177
841,272739.8,58
841,272761.6,225
922,303065.66,131
538,174659.73,95
790,257777.52,202
957,314984.0,145
907,290268.5,89
836,271646.4,228
654,221670.06,131
1120,367642.6,100
448,149429.22,178
884,286340.03,152
841,281551.1,90
841,283076.97,165
840,278833.0,85
842,280293.34,240
840,282240.4,117
839,277239.6,176
914,302525.0,47
888,278662.72,150
923,303676.06,185
477,152608.52,80
870,286099.34,238
916,299612.03,27
678,223298.62,223
