50,14110.361,1547
467,153038.66,1053
838,285430.66,1029
841,283926.72,752
840,270632.1,494
841,272191.22,119
841,275785.94,107
520,172998.92,138
420,141626.81,91
776,256511.95,95
873,286058.66,2232
835,278757.94,47
835,284725.38,1199
876,292934.62,265
940,319025.5,1359
924,319672.56,131
918,313715.62,372
940,314021.06,515
878,287503.78,116
865,278222.44,89
878,289957.1,461
726,243095.64,69
426,136822.08,49
577,194270.61,74
877,295353.3,1277
870,290736.16,49
894,288682.12,991
899,288679.75,81
870,290518.4,189
841,277373.03,69
841,273489.9,400
841,274845.44,1982
840,277418.5,65
841,277304.47,228
841,277397.16,566
841,279294.62,94
841,271591.22,2367
841,264266.4,41
841,270966.5,3833
841,276374.12,38
843,273223.56,2467
892,285944.94,216
902,290207.7,92
879,289529.9,196
917,296766.38,89
670,213279.48,46
440,148459.05,59
695,233451.45,1373
869,281866.88,41
832,265329.4,104
841,265433.7,78
897,288634.56,1077
901,303170.28,7168
853,291416.53,38
845,290156.1,606
836,287926.62,98
863,295834.97,2200
917,305235.75,466
927,302970.88,267
876,284423.97,95
840,272189.9,66
454,147830.84,53
34,10428.8,24
