114,34667.76,1183
853,282827.34,1164
838,282891.2,499
841,271928.47,426
420,136488.28,1179
841,274778.8,1752
1262,415251.3,2131
420,138357.14,377
840,278679.2,1081
904,295230.2,3465
910,299690.22,2053
840,272923.75,2350
926,303863.72,2313
880,285701.06,563
831,266190.44,231
858,277596.06,168
411,137069.81,112
944,309881.6,2207
837,275303.97,390
841,272578.06,646
841,279042.06,126
840,275497.44,112
841,274878.44,109
840,281813.8,105
840,273817.6,108
876,292008.56,115
924,300096.03,179
459,148881.36,176
864,296893.53,92
857,287205.25,119
865,284580.16,345
140,50363.6,45
