409,130405.77,1332
829,265301.8,8273
886,285944.97,870
883,290415.53,486
867,290945.53,3191
862,287749.38,502
856,278495.25,120
444,142324.52,45
432,145172.48,223
870,285319.0,549
900,290140.2,208
919,300648.78,101
869,285374.06,104
840,279212.9,427
838,276331.4,80
859,280674.44,815
902,300553.8,208
868,285503.28,87
840,271603.28,82
840,273773.8,70
833,274880.4,84
839,276971.44,76
841,272550.7,2893
841,274782.3,1172
841,280174.62,855
840,276628.9,1089
840,272939.47,82
840,277937.03,92
841,277184.38,84
841,271601.53,68
841,271945.1,74
841,273300.25,1636
839,273455.97,117
854,279339.2,203
850,281095.53,76
841,280021.38,1330
426,142311.6,33
476,155591.66,109
888,286714.97,92
850,275796.78,94
857,283170.22,65
855,279534.78,83
858,280691.3,67
759,249330.9,283
676,217401.72,75
704,230757.83,831
824,275590.3,125
890,298930.16,495
846,284416.25,87
898,299179.12,102
927,313747.88,71
744,246247.48,64
473,149927.11,54
650,214497.61,135
897,293701.72,69
840,271480.6,63
840,274985.8,59
840,279445.8,336
840,276454.84,67
841,279076.5,72
624,213494.25,67
203,70427.836,32
