1,301.52,114
22,7242.88,145
446,144355.66,30
878,287425.6,124
869,284087.88,155
833,278526.6,259
832,283516.8,96
830,276352.94,140
869,284575.88,141
927,307804.44,187
889,299082.72,34
841,279228.03,170
844,270558.94,169
849,272119.22,46
845,277742.38,145
840,278539.62,143
880,297567.7,251
464,157635.89,16
841,276601.44,105
1252,411030.06,82
840,277165.62,239
841,278885.3,51
841,277557.34,56
840,277673.12,206
841,281591.4,187
841,282082.3,100
420,139840.5,150
840,281288.3,65
1259,422139.03,153
842,277375.2,150
868,288091.1,212
645,218451.84,42
412,135227.05,79
651,217774.78,199
866,289604.66,196
883,293041.44,275
921,301387.1,100
877,281164.9,232
826,263923.84,116
833,274103.53,161
845,286347.12,217
876,293544.47,34
862,285749.12,72
835,270223.25,71
836,272618.28,210
862,278504.56,260
861,275927.16,80
853,282521.84,199
861,282362.4,157
430,138517.8,233
840,279561.62,54
1251,411040.78,120
841,279212.66,120
841,285764.44,231
842,275880.53,221
841,272631.16,130
840,278761.84,119
841,280943.7,198
841,277461.47,86
841,274154.06,197
521,171852.28,283
455,153027.55,86
355,117966.47,205
