1535326400000 ms,2167261616426,35,11870.201,534
1535326400000 ms,1372272925406,23,8319.6,535
1535326400000 ms,1016632378290,33,10127.64,535
1535326400000 ms,1742462460194,34,12169.919,535
1535326400000 ms,1967324274043,35,11005.56,536
1535326400000 ms,1913940448265,33,9979.68,536
1535326400000 ms,1337178905827,11,3601.2798,536
1535326400000 ms,1220082247036,18,5647.24,536
1535326400000 ms,1727935415836,25,8624.88,536
1535326400000 ms,1818048779732,32,11204.519,537
1535326405000 ms,2167261616426,80,26258.879,245
1535326405000 ms,1372272925406,62,21305.48,245
1535326405000 ms,1016632378290,91,29089.162,245
1535326405000 ms,1742462460194,83,28295.52,246
1535326405000 ms,1967324274043,89,27691.523,246
1535326405000 ms,1913940448265,77,22912.357,246
1535326405000 ms,1337178905827,31,9014.959,246
1535326405000 ms,1220082247036,47,15034.361,246
1535326405000 ms,1727935415836,73,24599.078,246
1535326405000 ms,1818048779732,77,26167.838,247
1535326410000 ms,2167261616426,92,29232.764,196
1535326410000 ms,1372272925406,88,30926.8,197
1535326410000 ms,1016632378290,122,38805.754,197
1535326410000 ms,1742462460194,108,36499.55,197
1535326410000 ms,1967324274043,101,32822.965,198
1535326410000 ms,1913940448265,103,33169.324,198
1535326410000 ms,1337178905827,46,13809.439,198
1535326410000 ms,1220082247036,57,18377.998,198
1535326410000 ms,1727935415836,87,30841.96,199
1535326410000 ms,1818048779732,103,33310.39,199
1535326415000 ms,2167261616426,85,27863.635,154
1535326415000 ms,1372272925406,96,33321.246,154
1535326415000 ms,1016632378290,110,34999.113,154
1535326415000 ms,1742462460194,127,40898.75,154
1535326415000 ms,1967324274043,81,26543.875,154
1535326415000 ms,1913940448265,98,32877.52,154
1535326415000 ms,1337178905827,53,18187.277,154
1535326415000 ms,1220082247036,48,15763.48,154
1535326415000 ms,1727935415836,83,30135.719,154
1535326415000 ms,1818048779732,109,35250.44,154
1535326420000 ms,2167261616426,84,29004.12,135
1535326420000 ms,1372272925406,88,30530.805,136
1535326420000 ms,1016632378290,91,28007.322,136
1535326420000 ms,1742462460194,111,32560.207,137
1535326420000 ms,1967324274043,82,26327.244,137
1535326420000 ms,1913940448265,83,25679.4,137
1535326420000 ms,1337178905827,57,19108.758,138
1535326420000 ms,1220082247036,44,14328.198,138
1535326420000 ms,1727935415836,87,27569.043,138
1535326420000 ms,1818048779732,101,32788.836,138
1535326425000 ms,2167261616426,92,31259.273,396
1535326425000 ms,1372272925406,82,28015.76,396
1535326425000 ms,1016632378290,93,28498.04,397
1535326425000 ms,1742462460194,86,25394.084,397
1535326425000 ms,1967324274043,103,32887.406,397
1535326425000 ms,1913940448265,94,29199.723,397
