341,105040.77,169
760,245026.1,169
853,284563.56,235
849,278952.9,103
515,165386.17,95
932,301511.06,170
842,274088.0,270
426,143192.4,68
879,291485.97,28
893,292095.53,140
881,293362.0,106
899,297683.84,193
900,298993.4,162
895,293236.56,215
884,284684.44,95
872,292523.62,95
870,293463.3,205
862,292466.5,169
838,281524.9,300
868,284973.94,96
463,152451.77,118
856,279048.53,192
1266,414297.0,65
420,138629.53,137
841,278062.75,179
841,278062.75,174
840,286919.25,263
849,289235.7,130
841,276729.0,190
1253,414698.4,39
841,277828.5,140
520,171955.88,171
431,139652.48,257
779,250010.48,15
860,280150.38,192
838,278175.53,227
864,286861.53,90
881,288970.3,78
883,283338.9,200
876,286294.53,30
877,301381.6,116
898,302769.72,129
899,290769.56,195
869,276615.44,69
843,267839.56,175
516,164717.45,235
874,294476.12,201
1193,397706.06,29
845,284121.78,47
841,284893.62,172
422,138096.61,256
445,152788.75,72
878,300825.66,58
861,294587.75,11
841,285907.34,90
841,275022.16,177
842,271830.28,289
842,282141.56,106
841,281658.72,163
840,275980.5,171
592,195919.47,271
172,57742.11,75
